DayCode,DayDate,Acer,Alnus,Ambrosia,Apiaceae,Artemisia,Betula,Cannabaceae,Carpinus,Castanea,Chenopodiaceae,Cichorioideae,Corylus,Cupressaceae,Cyperaceae,Ericaceae,Fabaceae,Fagus,Fraxinus,Juglans,Ligustrum,Liquidambar,Moraceae,Myricaceae,Myrtaceae,Olea,other Asteroideae,other Oleaceae,Papaveraceae,Pinaceae,Plantago,Platanus,Poaceae,Populus,Quercus,Rosaceae,Rumex,Salix,Thalictrum,Tilia,Ulmus,Urticaceae
105,Apr 14,0,0,0,0,0,0,"0,496031746","57,5396825397",0,0,0,0,"75,3968253968",0,0,0,"1,9841269841",0,"0,9920634921",0,0,"2,4801587302",0,0,"7,4404761905",0,0,0,"9,4246031746",0,"3,9682539683","0,496031746","1,4880952381","433,5317460317",0,"0,496031746",0,"0,9920634921",0,0,"187,996031746"
106,Apr 15,0,0,0,0,0,0,0,"26,2896825397",0,0,0,0,"29,2658730159",0,0,0,0,0,0,0,0,0,0,0,"2,9761904762",0,0,0,"6,4484126984","0,496031746","2,9761904762",0,0,"185,5158730159",0,"0,496031746",0,"0,9920634921",0,0,"80,3571428571"
107,Apr 16,0,0,0,0,0,0,0,"5,9523809524",0,0,0,0,"35,7142857143",0,0,0,"4,4642857143",0,"0,496031746",0,0,0,0,0,"1,4880952381",0,0,0,"0,496031746",0,0,0,0,"86,3095238095",0,0,0,0,0,0,"52,5793650794"
108,Apr 17,0,0,0,0,0,0,"1,9841269841","9,9206349206",0,0,0,0,"38,1944444444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,"0,496031746",0,0,"164,6825396825",0,0,0,0,0,0,"56,0515873016"
109,Apr 18,0,0,0,0,0,0,"1,4880952381","3,9682539683",0,0,0,0,"23,8095238095",0,0,0,0,0,"0,496031746",0,0,0,0,0,"1,9841269841",0,0,0,"2,4801587302","0,496031746",0,0,"0,496031746","93,75",0,0,0,"0,9920634921",0,0,"51,0912698413"
110,Apr 19,0,0,0,"0,496031746",0,0,"1,4880952381","0,9920634921",0,0,0,0,"16,369047619","1,4880952381",0,0,"13,8888888889",0,"3,4722222222",0,0,0,0,0,"4,9603174603",0,0,0,"4,4642857143","2,4801587302","1,4880952381","1,4880952381",0,"329,3650793651",0,"1,4880952381",0,"1,9841269841",0,0,"69,4444444444"
111,Apr 20,0,0,0,"0,9920634921",0,0,"2,4801587302","16,8650793651",0,0,0,0,"40,6746031746",0,0,0,"1,4880952381",0,"1,9841269841",0,0,0,0,0,"8,4325396825","0,496031746",0,0,"50,0992063492","3,9682539683","0,9920634921","1,9841269841",0,"670,1388888889",0,0,0,"2,4801587302",0,0,"56,5476190476"
112,Apr 21,0,0,0,0,0,0,0,"32,2420634921",0,0,0,0,"34,7222222222",0,0,0,"0,496031746",0,"0,496031746",0,0,0,0,0,"2,9761904762","0,496031746",0,0,"12,8968253968","0,9920634921","8,4325396825","1,4880952381",0,"204,3650793651",0,"1,9841269841",0,"0,496031746",0,0,"21,3293650794"
113,Apr 22,0,0,0,0,0,0,0,"18,8492063492",0,0,0,0,"24,8015873016",0,0,0,"0,496031746",0,0,0,0,"0,9920634921",0,0,"3,9682539683",0,0,0,"15,376984127","4,9603174603","1,4880952381","1,9841269841",0,"260,9126984127",0,"0,496031746",0,"1,4880952381",0,0,"23,3134920635"
114,Apr 23,0,0,0,"0,496031746",0,0,0,"9,9206349206",0,0,0,0,"40,1785714286",0,0,0,0,0,"0,496031746",0,0,0,0,0,"0,496031746",0,0,0,"8,4325396825","3,4722222222","0,496031746","1,4880952381",0,"183,5317460317",0,"0,496031746",0,0,0,0,"23,8095238095"
115,Apr 24,0,0,0,0,0,0,0,"1,4880952381",0,0,0,0,"7,4404761905",0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,"1,9841269841",0,"0,9920634921","2,4801587302",0,"51,5873015873",0,"1,4880952381",0,"0,496031746",0,0,"8,9285714286"
116,Apr 25,0,0,0,"0,9920634921",0,0,0,"2,9761904762",0,0,0,0,"3,4722222222",0,0,"0,9920634921","0,9920634921",0,0,0,0,0,0,0,"4,9603174603",0,0,0,"12,8968253968","0,496031746","0,9920634921","1,4880952381",0,"57,5396825397",0,0,0,"1,4880952381",0,0,"15,376984127"
117,Apr 26,0,0,0,0,0,0,"0,496031746","3,9682539683",0,0,0,0,"8,4325396825",0,0,0,"0,9920634921",0,0,0,0,0,0,0,"1,9841269841","0,9920634921",0,0,"11,4087301587","0,496031746","1,9841269841","2,4801587302",0,"74,4047619048",0,0,0,"1,9841269841",0,0,"25,7936507937"
118,Apr 27,0,0,0,"0,496031746",0,0,0,"3,9682539683",0,0,0,0,"6,4484126984",0,0,0,"0,496031746",0,0,0,0,0,0,0,"0,496031746","0,496031746",0,0,"2,4801587302","0,496031746","0,496031746","2,4801587302",0,"23,3134920635",0,"0,9920634921",0,"1,4880952381",0,0,"8,9285714286"
119,Apr 28,0,0,0,0,0,0,0,"5,4563492063",0,0,0,0,"4,9603174603",0,0,0,0,0,0,0,0,0,0,0,"11,4087301587",0,0,0,"4,4642857143","1,9841269841",0,"8,9285714286",0,"51,0912698413",0,"0,9920634921",0,"0,496031746",0,0,"9,4246031746"
120,Apr 29,0,0,0,0,0,0,0,"2,4801587302",0,0,0,0,"2,4801587302",0,0,"0,496031746",0,0,0,0,0,0,0,0,"0,9920634921",0,0,0,"2,9761904762",0,"0,9920634921","1,4880952381",0,"30,753968254",0,0,0,0,0,0,"17,8571428571"
121,Apr 30,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,"2,4801587302",0,0,"0,496031746",0,0,0,0,0,0,0,0,"2,4801587302",0,0,0,"1,9841269841",0,0,0,0,"12,8968253968",0,"3,4722222222",0,0,0,0,"5,9523809524"
122,May 01,0,0,0,0,0,0,0,"2,9761904762",0,0,0,0,"3,4722222222",0,0,0,0,0,0,0,0,0,0,0,"10,9126984127",0,0,0,"11,9047619048","0,9920634921",0,"3,4722222222",0,"40,6746031746",0,"1,4880952381",0,"1,4880952381",0,0,"11,4087301587"
123,May 02,0,0,0,0,0,0,0,0,0,0,0,0,"1,4880952381",0,0,0,0,0,0,0,0,0,0,0,"5,9523809524",0,0,0,"6,4484126984","3,4722222222",0,"2,4801587302",0,"19,3452380952",0,0,0,0,0,0,"11,9047619048"
124,May 03,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,"0,496031746",0,0,0,"0,496031746",0,"0,496031746",0,0,0,0,0,"0,9920634921",0,0,0,"0,496031746",0,0,0,0,"5,9523809524",0,"0,496031746",0,0,0,0,"17,3611111111"
125,May 04,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,"2,4801587302",0,0,0,"4,9603174603",0,"0,496031746","4,4642857143",0,"7,9365079365",0,0,0,0,0,0,"7,4404761905"
126,May 05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,4722222222",0,0,0,"7,4404761905",0,0,"2,9761904762",0,"8,9285714286",0,"1,9841269841",0,0,0,0,"7,9365079365"
127,May 06,0,0,0,0,0,0,0,"1,9841269841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,4563492063",0,0,0,"6,9444444444","0,9920634921",0,"1,4880952381",0,"5,9523809524",0,"0,496031746",0,0,0,0,"4,9603174603"
128,May 07,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,4563492063",0,0,0,"1,9841269841","0,496031746",0,"2,4801587302",0,"10,9126984127",0,0,0,"0,496031746",0,0,"4,9603174603"
129,May 08,0,0,0,0,0,0,0,"0,496031746",0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,376984127",0,0,0,"0,9920634921","0,9920634921",0,"2,9761904762",0,"10,9126984127",0,0,0,"0,496031746",0,0,"3,9682539683"
130,May 09,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,"1,4880952381",0,0,0,0,0,0,0,0,0,0,0,"15,873015873",0,0,0,"1,4880952381","3,9682539683",0,"11,9047619048",0,"4,9603174603",0,0,0,"0,9920634921",0,0,"19,8412698413"
131,May 10,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,"4,4642857143",0,0,0,0,0,0,0,0,0,0,0,"47,619047619","0,496031746",0,0,"7,4404761905","0,9920634921",0,"20,3373015873",0,"14,880952381",0,0,0,"0,496031746",0,0,"17,8571428571"
132,May 11,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,"2,9761904762",0,0,0,0,0,0,0,0,0,0,0,"4,9603174603",0,0,0,"1,9841269841",0,0,"5,4563492063",0,"3,4722222222",0,"0,496031746",0,0,0,0,"1,4880952381"
133,May 12,0,0,0,0,0,0,0,0,0,0,0,0,"3,4722222222",0,0,0,0,0,0,0,0,0,0,0,"38,1944444444","0,496031746",0,0,"2,4801587302","1,4880952381",0,"13,8888888889",0,"18,8492063492",0,"0,496031746",0,0,0,0,"3,4722222222"
134,May 13,0,0,0,0,0,0,0,0,0,"0,9920634921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,4404761905",0,0,0,"4,4642857143","2,4801587302","0,496031746","3,4722222222",0,"6,4484126984",0,"2,4801587302",0,0,0,0,"11,4087301587"
135,May 14,0,0,0,0,0,0,0,"0,496031746",0,"2,9761904762",0,0,"1,9841269841",0,0,0,0,0,0,0,0,0,0,0,"21,3293650794",0,0,0,"4,4642857143","1,4880952381",0,"9,4246031746",0,"13,3928571429",0,0,0,0,"0,496031746",0,"12,8968253968"
136,May 15,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,"5,9523809524",0,0,0,0,0,0,0,0,"1,4880952381",0,"0,9920634921",0,0,0,0,"4,9603174603"
137,May 16,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,"1,9841269841",0,0,0,0,0,"0,496031746",0,0,0,0,0,"10,9126984127",0,0,0,"4,9603174603","0,9920634921",0,"11,9047619048",0,"6,9444444444",0,"4,9603174603",0,"3,4722222222",0,0,"5,9523809524"
138,May 17,0,0,0,0,0,0,0,0,0,"0,9920634921",0,0,"2,9761904762",0,0,0,0,0,0,0,0,0,0,0,"10,4166666667",0,0,0,"3,4722222222","2,4801587302",0,"20,8333333333",0,"10,4166666667",0,"2,9761904762",0,"2,9761904762","0,496031746",0,"13,8888888889"
139,May 18,0,0,0,"0,496031746",0,0,0,0,0,"1,9841269841",0,0,"0,496031746",0,0,0,0,0,"0,496031746",0,0,0,0,0,"14,880952381",0,0,"0,496031746","3,4722222222","0,496031746",0,"23,8095238095",0,"5,4563492063",0,"1,9841269841",0,"0,496031746",0,0,"12,4007936508"
140,May 19,0,0,0,0,0,0,0,0,0,0,0,0,"1,4880952381",0,0,0,0,0,0,0,0,0,0,0,"15,376984127",0,0,0,"13,3928571429","6,4484126984",0,"24,3055555556",0,"22,3214285714",0,0,0,"0,496031746",0,0,"14,880952381"
141,May 20,0,0,0,0,0,0,0,0,0,0,0,0,"0,9920634921",0,0,0,0,0,0,0,0,0,0,0,"18,8492063492",0,0,0,"6,4484126984","1,4880952381",0,"4,9603174603",0,"31,25",0,"0,9920634921",0,"0,496031746",0,0,"13,8888888889"
142,May 21,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,4722222222",0,0,0,"1,4880952381","0,496031746",0,"0,496031746",0,"2,9761904762",0,"2,9761904762",0,"0,496031746",0,0,"4,4642857143"
143,May 22,0,0,0,0,0,0,0,"1,4880952381",0,"0,496031746","0,496031746",0,"0,9920634921","0,496031746",0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,"6,4484126984","1,9841269841","0,496031746","15,376984127",0,"1,4880952381",0,0,0,0,0,0,"26,2896825397"
144,May 23,0,0,0,"0,496031746",0,0,"0,496031746",0,0,"0,496031746",0,0,"0,496031746","0,9920634921",0,0,0,0,0,0,0,0,0,0,"2,4801587302",0,0,0,"26,2896825397","0,9920634921",0,"9,9206349206",0,"0,496031746",0,"2,9761904762",0,0,0,0,"12,8968253968"
145,May 24,0,0,0,0,0,0,"0,9920634921","0,496031746",0,0,0,0,"1,9841269841",0,0,0,0,0,0,0,0,0,0,0,"1,9841269841",0,0,0,"8,9285714286","1,9841269841",0,"3,9682539683",0,"5,4563492063",0,"2,4801587302",0,0,0,0,"3,9682539683"
146,May 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,4880952381","0,496031746",0,"1,4880952381",0,"0,496031746",0,"0,496031746",0,0,0,0,"2,9761904762"
147,May 26,0,0,0,0,0,0,0,0,0,"0,496031746","0,496031746",0,"0,9920634921",0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,"5,9523809524",0,0,"2,9761904762",0,"2,9761904762",0,"1,4880952381",0,"1,4880952381",0,0,"1,4880952381"
148,May 27,0,0,0,0,0,0,0,0,0,0,0,0,"1,4880952381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,9285714286",0,0,"4,9603174603",0,0,0,"1,4880952381",0,0,0,0,"11,9047619048"
149,May 28,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,9841269841","0,496031746",0,"0,496031746",0,0,0,"0,496031746",0,0,0,0,"1,4880952381"
150,May 29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,9920634921",0,0,"1,9841269841",0,0,0,0,0,0,0,0,"3,9682539683"
151,May 30,0,0,0,0,0,0,"0,9920634921",0,0,0,0,0,"0,9920634921",0,0,0,0,0,0,0,0,0,0,0,"0,9920634921",0,0,0,"45,6349206349","2,9761904762",0,"10,4166666667",0,"14,880952381",0,"0,496031746",0,"2,4801587302",0,0,"4,4642857143"
152,May 31,0,0,0,0,0,0,0,0,0,0,0,0,"1,4880952381",0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,"29,2658730159","1,9841269841",0,"2,4801587302",0,"4,4642857143",0,0,0,0,0,0,"2,4801587302"
153,Jun 01,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,9126984127","3,9682539683",0,"14,880952381",0,"0,9920634921",0,"3,9682539683",0,0,0,0,"10,9126984127"
154,Jun 02,0,0,0,"0,496031746",0,0,"3,4722222222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,9285714286","2,4801587302","0,496031746","3,9682539683",0,"1,9841269841",0,"4,4642857143",0,0,0,0,"6,4484126984"
155,Jun 03,0,0,0,0,0,0,"1,9841269841","0,496031746",0,0,0,0,"0,9920634921",0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,"1,9841269841",0,0,"1,9841269841",0,"0,9920634921",0,"0,496031746",0,0,0,0,"0,9920634921"
156,Jun 04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,4880952381",0,"1,4880952381",0,"0,496031746",0,0,0,0,"0,9920634921"
157,Jun 05,0,0,0,0,0,0,"1,4880952381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,"0,496031746"
158,Jun 06,0,0,0,"0,496031746",0,0,"2,4801587302",0,"0,496031746",0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,9841269841",0,0,"2,4801587302",0,0,"0,496031746",0,0,0,0,0,"0,496031746"
159,Jun 07,0,0,0,0,0,0,"4,4642857143",0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,9682539683","0,9920634921",0,"1,9841269841",0,0,0,"2,9761904762",0,0,0,0,"1,9841269841"
160,Jun 08,0,0,0,0,0,0,0,0,"3,4722222222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,9841269841",0,0,"2,9761904762",0,0,0,0,0,0,0,0,"0,9920634921"
161,Jun 09,0,0,0,0,0,0,"1,4880952381",0,"13,3928571429",0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,9761904762","1,4880952381",0,"1,9841269841",0,"0,496031746",0,"1,4880952381",0,0,0,0,"1,4880952381"
162,Jun 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,9682539683","1,9841269841",0,"2,9761904762",0,0,0,"0,496031746",0,0,0,0,"8,9285714286"
163,Jun 11,0,0,0,"0,9920634921",0,0,"0,496031746",0,0,0,0,0,"0,496031746",0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,"1,9841269841",0,0,"0,9920634921",0,0,0,"0,496031746",0,0,0,0,"1,4880952381"
164,Jun 12,0,0,0,0,0,0,0,0,"1,9841269841",0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,"1,4880952381",0,0,0,0,"0,496031746",0,0,0,0,0,0,"0,496031746"
165,Jun 13,0,0,0,0,0,0,"2,4801587302",0,"0,9920634921","0,496031746",0,0,0,"0,9920634921",0,"0,496031746",0,0,0,0,0,0,0,0,"0,496031746",0,0,0,"5,4563492063","0,9920634921",0,"3,4722222222",0,"1,4880952381",0,0,0,0,0,0,"2,9761904762"
166,Jun 14,0,0,0,0,0,0,"0,9920634921",0,"1,4880952381",0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,9761904762","2,4801587302",0,"1,4880952381",0,0,0,"0,9920634921",0,0,0,0,"3,4722222222"
167,Jun 15,0,0,0,0,0,0,"0,9920634921",0,"0,496031746","0,496031746",0,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,"0,496031746",0,"1,4880952381",0,0,0,"0,496031746",0,0,0,0,"1,9841269841"
168,Jun 16,0,0,0,0,0,0,"2,4801587302",0,"1,4880952381",0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,"1,9841269841","0,9920634921",0,"0,9920634921",0,0,0,"0,9920634921",0,0,0,0,0
169,Jun 17,0,0,0,0,0,0,0,0,"1,9841269841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,"2,9761904762","0,9920634921",0,"1,4880952381",0,"1,4880952381",0,"0,496031746",0,0,0,0,"0,496031746"
170,Jun 18,0,0,0,"0,496031746",0,0,"0,9920634921",0,"0,9920634921","0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,9920634921","0,496031746",0,0,"2,9761904762","0,9920634921",0,"1,4880952381",0,"0,496031746",0,0,0,0,0,0,"1,4880952381"
171,Jun 19,0,0,0,0,0,0,"2,4801587302",0,"1,9841269841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,"1,4880952381"
172,Jun 20,0,0,0,0,0,0,"0,496031746",0,"0,9920634921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,4880952381",0,"0,496031746",0,0,0,0,0,0,0,0,"1,9841269841"
173,Jun 21,0,0,0,0,0,0,0,0,0,0,0,0,"0,9920634921",0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,"0,496031746",0,0,0,0,0,0,"0,9920634921"
174,Jun 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,9920634921",0,0,0,0,0,0,0,0,"1,9841269841"
175,Jun 23,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,4880952381","0,496031746",0,"0,9920634921",0,"0,496031746",0,0,0,0,0,0,"0,496031746"
176,Jun 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,"1,4880952381"
177,Jun 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,"0,496031746",0,0,0,0,0,0,"0,496031746"
178,Jun 26,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,9920634921",0,"0,9920634921",0,0,0,0,0,0,0
179,Jun 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Jun 28,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,"0,9920634921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,9920634921",0,0,"0,9920634921",0,"0,9920634921",0,0,0,"0,496031746",0,0,0
181,Jun 29,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,"1,4880952381"
182,Jun 30,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,9920634921",0,0,0,0,0,0,0,0,0
183,Jul 01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Jul 02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746","0,9920634921",0,0,0,0,0,0,0,0,0,0,0
185,Jul 03,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,4880952381",0,0,0,0,0,0,"0,496031746"
186,Jul 04,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,9841269841",0,0,"3,4722222222",0,0,0,0,0,0,"0,496031746",0,0
187,Jul 05,0,0,0,0,0,0,"0,496031746",0,"0,496031746",0,0,0,"0,496031746",0,0,0,0,0,0,"0,9920634921",0,0,0,0,0,0,0,0,"0,9920634921","0,496031746",0,"0,9920634921",0,0,0,"0,496031746",0,0,0,0,"1,4880952381"
188,Jul 06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,"0,496031746",0,0,0,"0,496031746",0,0,0,0,"1,4880952381"
189,Jul 07,0,0,0,0,0,0,"1,4880952381",0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,9920634921"
190,Jul 08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,9920634921",0,0,0,0,0,0,0,0,"0,496031746"
191,Jul 09,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,"0,496031746",0,0,0,0,0,"0,496031746",0,0,"1,9841269841"
192,Jul 10,0,0,0,0,0,0,0,0,"2,4801587302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,"0,9920634921",0,0,0,0,0,"0,496031746",0,0,"0,9920634921"
193,Jul 11,0,0,0,0,0,0,"1,4880952381",0,"1,4880952381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746","0,496031746",0,"0,496031746","0,496031746",0,"2,4801587302",0,0,0,"0,496031746",0,0,0,0,"5,9523809524"
194,Jul 12,0,0,0,0,0,0,"2,4801587302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,"2,4801587302","0,9920634921",0,"2,4801587302",0,0,0,"0,496031746",0,0,0,0,"6,9444444444"
195,Jul 13,0,0,0,"0,9920634921",0,0,"1,4880952381",0,"0,9920634921","0,9920634921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,"0,9920634921",0,0,"2,4801587302",0,0,0,0,0,0,0,0,"3,9682539683"
196,Jul 14,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,"0,9920634921","0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,"2,4801587302",0,0,0,0,0,0,0,0,"0,9920634921"
197,Jul 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Jul 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0
199,Jul 17,0,0,0,0,0,0,"0,496031746",0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746"
200,Jul 18,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,"3,4722222222",0,0,0,0,0,0,0,0,0,"0,9920634921",0,0,"0,496031746",0,0,"0,496031746",0,0,0,"0,496031746",0,0,0,0,"1,4880952381"
201,Jul 19,0,0,0,"0,496031746","0,496031746",0,0,0,0,"0,496031746",0,0,"0,9920634921",0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,"0,9920634921",0,0,0,0,0,0,0,0,0,0,0,"2,4801587302"
202,Jul 20,0,0,0,0,0,0,0,0,0,"0,9920634921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746","0,496031746",0,"0,496031746",0,0,0,0,0,"0,496031746",0,0,"5,4563492063"
203,Jul 21,0,0,0,0,0,0,0,0,"0,9920634921",0,0,0,0,0,0,"0,9920634921",0,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,"5,4563492063"
204,Jul 22,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,"1,4880952381"
205,Jul 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,9920634921",0,0,0,0,0,0,0,0,0,0,"0,9920634921"
206,Jul 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0
207,Jul 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746"
208,Jul 26,0,0,0,0,"0,496031746",0,"0,496031746",0,"0,496031746",0,0,0,0,0,0,"0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Jul 27,0,0,0,0,0,0,0,0,"0,496031746","0,496031746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,496031746",0,0,0,0,0,"0,496031746",0,0,"0,496031746"
